Quantity,Name,Tags,Scryfall ID,Mana Value,Colors,Identities,Mana cost,Types,Sub-types,Super-types,Scryfall Oracle ID
2,"Fang, Fearless l'Cie",,f73a5cbb-905f-4b99-8d23-9d1b6bd47ee8,3,Black,Black,{2}{B},Creature,"Human,Warrior",Legendary,04ac8b2c-95e9-40e9-8cc0-af9b075a94c0
1,Fang of Shigeki,,2dd0fef1-209f-4de5-a736-8f9bca2faa0a,1,Green,Green,{G},"Creature,Enchantment","Snake,Ninja",,9e187d43-ae75-4589-81fc-476ae95ba5b9
1,Fangs of Kalonia,,0ae8a77b-4001-4da2-b684-d0fab370a162,2,Green,Green,{1}{G},Sorcery,,,8d9bd4cc-564b-4fdf-9462-b4bb30583642
1,"Faramir, Prince of Ithilien",,8700923a-e9ff-4ced-87fe-1ab26554623a,4,"White,Blue","White,Blue",{2}{W}{U},Creature,"Human,Noble",Legendary,8a8c7c20-beb7-4352-99ea-7f64a30b9f52
1,Farewell,,d9afeade-c7a0-4c88-93c8-112774860e51,6,White,White,{4}{W}{W},Sorcery,,,4eb813fd-2d5a-4b02-8193-662681ef4e7d
1,Farideh's Fireball,,57a46987-f05a-4b83-af56-f18000874e65,5,Red,Red,{3}{R}{R},Instant,,,927d74c4-afe0-4856-9a02-c3fca9535c2f
1,Farmer Cotton,,25b49eaa-13e7-4f4e-b0dc-56ebd28a4a22,2,"White,Green","White,Green",{X}{G}{W},Creature,"Peasant,Halfling",Legendary,11f1d2b7-0c2b-40df-bf90-3c55b23449af
1,Farseek,,f9b69d33-96dd-4844-aefa-27a885cb2ffc,2,Green,Green,{1}{G},Sorcery,,,495e52e6-4c2b-4574-9474-eadbdcc8b4ac
1,Far Wanderings,,bd3a735a-5f51-41af-99d1-92296cec7b22,3,Green,Green,{2}{G},Sorcery,,,2ef797ef-c05f-4309-85c7-1bd151dac3fa
1,Fatal Fissure,,3343933d-4425-4ede-8d92-876bd0c6df60,2,Black,Black,{1}{B},Instant,,,202e45d6-8c7a-46db-85fb-634aa77b4097
1,Fateful Showdown,,a19d5bdd-7f45-4ff1-bd1a-ac4e87572bcb,4,Red,Red,{2}{R}{R},Instant,,,729b7ce8-7e7f-4db9-b3ce-67aba46a7b0d
1,Fauna Shaman,,b8b906eb-3223-474c-9b74-eda2c280f9c5,2,Green,Green,{1}{G},Creature,"Elf,Shaman",,35b8fa77-4e85-418b-b335-cd1af127075c
2,"Fear, Fire, Foes!",,37be98a4-0cba-46b4-be93-a9805fe77160,1,Red,Red,{X}{R},Sorcery,,,35a0e085-df04-454d-b4d3-42db387bbad0
2,Fearless Halberdier,,89f08297-f477-4330-a99e-3f0847c31364,3,Red,Red,{2}{R},Creature,"Human,Warrior",,2ef2f417-2061-4796-974a-92f800ef05e4
1,Fear of Being Hunted,,a0a5e716-68c1-4fa0-aa08-5b08114e08d8,3,Red,Red,{1}{R}{R},"Creature,Enchantment",Nightmare,,a23293cf-4352-4ce6-8a68-3b30f908e137
1,Fear of Falling,,0e814e48-cd9d-428f-90e2-74d97cb9c8f1,5,Blue,Blue,{3}{U}{U},"Creature,Enchantment",Nightmare,,00ba96e0-42a7-432a-a500-5e607d75a358
1,Fear of Immobility,,9220c8fa-6ef7-4bc1-acb9-fc54cc43e498,5,White,White,{4}{W},"Creature,Enchantment",Nightmare,,fb2600a8-0ba6-4888-ac8a-f206469d4c71
1,Feasting Hobbit,,17662301-7284-40d4-af51-45a496c0eac0,2,Green,Green,{1}{G},Creature,"Citizen,Halfling",,cca33482-0bc5-4fe4-89dc-ba33b2e93831
1,Feast of the Victorious Dead,,8a90d613-a327-4dc7-b0c1-0003fe0171ef,2,"White,Black","White,Black",{W}{B},Enchantment,,,7e4e1d13-db1a-48e5-9b5f-f3e71d10c23e
1,"Feather, the Redeemed",,be4e8bb8-fa07-4858-aafb-7eab7f01ddae,3,"White,Red","White,Red",{R}{W}{W},Creature,Angel,Legendary,aa219936-661b-4ccb-8741-78b70cff2b1a
1,Feed the Swarm,,2246c098-1071-4cc3-a60a-802406e2827b,2,Black,Black,{1}{B},Sorcery,,,5825997b-10d7-4a36-972c-a80ddd90b8ed
2,Feed the Swarm,,9f48e48d-6bc5-4f9c-9c3e-457cf6632cf5,2,Black,Black,{1}{B},Sorcery,,,5825997b-10d7-4a36-972c-a80ddd90b8ed
1,Feign Death,,32af7061-fca6-4a06-be3c-01881e6b96f7,1,Black,Black,{B},Instant,,,f718e507-296b-4f22-842b-5fb91322069b
1,Felidar Retreat,,541b9ee6-4008-4b92-a88f-ff9013048cdd,4,White,White,{3}{W},Enchantment,,,16629f59-bae8-4c19-bf50-443eb0ed6856
1,Fell Stinger,,27347849-6c07-42c0-bee4-74f93d7ad511,3,Black,Black,{2}{B},Creature,"Zombie,Scorpion",,18dd694f-e239-4603-85fd-b34b028ff6a4
2,Fellwar Stone,,5bf29f9d-0745-4aab-b7fc-7b04ba2eeaba,2,,,{2},Artifact,,,95560508-7ac9-4be9-8a3f-3c7d5b52807b
1,Fellwar Stone,,20086120-2e91-4989-b776-7bf6674b91ff,2,,,{2},Artifact,,,95560508-7ac9-4be9-8a3f-3c7d5b52807b
1,Fencing Ace,,994094f8-e175-4e2e-aa39-c096f0ed9e6a,2,White,White,{1}{W},Creature,"Human,Soldier",,2f810936-2ba6-4c2b-84a0-ff4c1deb026b
1,Ferrous Lake,,4105785e-cbaa-4017-ae93-ba5ac8f2fd4c,0,,"Blue,Red",,Land,,,62c15af0-40e1-407d-b056-7a3d909e3fdb
1,Fertile Ground,,091dda35-59e5-456d-8804-61513a610aed,2,Green,Green,{1}{G},Enchantment,Aura,,cf14d4e5-5965-45ad-97f7-26facf2884b5
1,Fertile Ground,,229a4a86-b9ce-415c-9343-db4211cac7b8,2,Green,Green,{1}{G},Enchantment,Aura,,cf14d4e5-5965-45ad-97f7-26facf2884b5
1,Fertilid,,d0f3d98c-4e6f-48ea-8fd1-9436bea1b6aa,3,Green,Green,{2}{G},Creature,Elemental,,21f1c6d7-8289-44b2-b88f-c09e202be200
1,Fertilid's Favor,,e0bbfb58-8b22-4e8d-991c-855c29964d94,4,Green,Green,{3}{G},Instant,,,e2da8c3e-6ffc-41dd-a68a-62e64f7e9c60
1,Festival,,e9357990-701a-4336-b545-ac5a24d89cad,1,White,White,{W},Instant,,,8e594801-4a8d-4dcd-b328-7eb3de65cf90
1,Fetid Heath,,16af23b7-db97-4dd0-84c2-c0095f6dbe96,0,,"White,Black",,Land,,,42bf259d-4bb9-49c3-b4ec-223dca62f4d6
1,Fever Charm,,830d1980-f460-4be2-9379-c3f74c8318f3,1,Red,Red,{R},Instant,,,d0b08a7b-8c9c-4440-9331-5a24917423ca
1,Fevered Visions,,3ee3fc2b-c2e4-421d-ac1d-6a111bb44f44,3,"Red,Blue","Blue,Red",{1}{U}{R},Enchantment,,,70763549-4b4e-4cb8-8c02-0639ba18bb1a
1,Field of Ruin,,d510eece-4f55-4198-83fe-5291a76ffdcc,0,,,,Land,,,f825c98f-a327-440b-8c0d-ebe02e23bfb7
1,Field of Souls,,018e48ee-cbd8-4ff8-92f6-c649e8e8df57,4,White,White,{2}{W}{W},Enchantment,,,4d7a5b14-8fce-41f2-a0d5-fff3d15f41f6
2,Field Research,,a48c3a2f-678b-4e70-a53f-258457d88d29,3,Blue,Blue,{2}{U},Sorcery,,,bb377cf8-29ee-489e-86a9-93f4dc2ae02e
1,Field-Tested Frying Pan,,1d770a59-1c54-407e-9c58-8d8b6f44c90a,3,White,White,{2}{W},Artifact,Equipment,,0c9e3e6a-0bab-4619-b135-d2dbe824b1f0
1,Fiendlash,,7ff6fab0-7872-445d-a514-774ecccd2355,2,Red,Red,{1}{R},Artifact,Equipment,,2d21dc80-2900-4dc3-9657-f17b50716481
1,Fiery Confluence,,bed7ef7f-bb40-4e1b-8635-e2226a05ac38,4,Red,Red,{2}{R}{R},Sorcery,,,3c22e031-4804-4c31-bd3c-c3f29d456b34
4,Fiery Finish,,3e38127d-63af-4d26-9ff5-358c8a61f39c,6,Red,Red,{4}{R}{R},Sorcery,,,afa3eb61-624c-4abe-bf1e-58fa3b4c14a6
4,Fiery Inscription,,8c321159-43e5-40fc-9f0c-4ecc4f6cfd20,3,Red,Red,{2}{R},Enchantment,,,111889d4-bcca-4b1f-ad48-3077e2f5136f
4,Fiery Temper,,61caf82d-e077-4931-a6ad-09fa7f04b36f,3,Red,Red,{1}{R}{R},Instant,,,f07bd49d-8e71-4d56-be2a-638514011318
1,Fight to the Death,,ee1475d1-4f24-4719-b7a5-c6e3a2a9d63e,2,"White,Red","White,Red",{R}{W},Instant,,,7f885ffc-7245-4f00-a903-6e088007c635
1,Filter Out,,a81a9eb1-240b-40fd-9282-0f5abec63449,3,Blue,Blue,{1}{U}{U},Instant,,,8c95d823-6bbd-4484-8f38-b1bb20403085
1,Final Showdown,,a5abbfdb-0460-4f78-be7f-d3e8a4b3afb5,1,White,White,{W},Instant,,,7e7ec3d6-a84f-4cc3-93f4-4d181d41e126
1,Final Vengeance,,648da934-71f6-4945-a08f-09698414417b,1,Black,Black,{B},Sorcery,,,cdba7f43-df9e-4bfb-9480-721c787ad051
1,Fireball,,967465c4-619a-4407-bffc-ffadb89726cd,1,Red,Red,{X}{R},Sorcery,,,aa7714b0-2bfb-458a-8ebf-37ec2c53383e
1,Firebender Ascension,,2929b702-03c6-4cf0-a3f7-61b27f4803be,2,Red,Red,{1}{R},Enchantment,,,96cc63af-69d1-4493-b241-0cb244a9e48a
1,Firebending Lesson,,fa940e68-010e-4b68-be8a-555d7068f7b4,1,Red,Red,{R},Instant,Lesson,,a9282f91-638e-414b-8b3d-9a99e30aec96
1,Firebending Student,,3b366f59-16fe-43cb-888d-1f93ef8fd332,2,Red,Red,{1}{R},Creature,"Human,Monk",,1ad3be51-f68b-46d6-b58e-400b50e384f1
2,Firebrand Archer,,fe0312f1-4c98-4b7f-8a34-0059ea80edef,2,Red,Red,{1}{R},Creature,"Human,Archer",,2e9289d6-dbc6-456d-88cf-d1f534e731d6
1,Firebrand Archer,,fe0312f1-4c98-4b7f-8a34-0059ea80edef,2,Red,Red,{1}{R},Creature,"Human,Archer",,2e9289d6-dbc6-456d-88cf-d1f534e731d6
1,Firebreathing,,6fbcc269-aaa3-42aa-9898-3f908aaae272,1,Red,Red,{R},Enchantment,Aura,,8603bf74-faab-4910-8e45-0f2e3b318efb
1,Fire Diamond,,81fa8865-c600-4d8d-976d-789cd565802e,2,,Red,{2},Artifact,,,97b477d8-2e05-475e-8ed6-7d680cb21cd9
6,Fire Elemental,,fcca2f76-3db9-472b-b78e-a87b81e31d0a,5,Red,Red,{3}{R}{R},Creature,Elemental,,3912d21e-1ebc-4a81-9dc9-f404248d564a
1,Fire Lord Azula,,bc6146bf-f0c6-4557-af6a-74c643d5fc01,4,"Red,Black,Blue","Blue,Black,Red",{1}{U}{B}{R},Creature,"Human,Noble",Legendary,2631130e-63e2-43a3-914a-648e76722203
1,Fire Lord Zuko,,e62d3bcc-7bb4-42be-90a9-caf3c1caa29d,3,"White,Red,Black","White,Black,Red",{R}{W}{B},Creature,"Human,Ally,Noble",Legendary,a129423d-c886-4120-96f7-c2517ea7eb83
1,Fire Nation Ambushers,,a20aaa6c-7032-43c1-9e7c-57cf8c8ecfd4,3,Black,Black,{2}{B},Creature,"Human,Soldier",,8ed27504-f86b-4ce5-9395-7029825176ab
1,Fire Nation Archers,,e83ee667-7726-42e9-9483-6cfc6f9ce638,4,Red,Red,{3}{R},Creature,"Human,Archer",,2e735849-1930-4f43-86b4-da660ade15bc
1,Fire Nation Attacks,,9cc10845-8989-46ca-a57a-fd728fca0729,5,Red,Red,{4}{R},Instant,,,399fba23-fc13-440b-ab67-192eede6ecab
1,Fire Nation Engineer,,5daba108-277d-46c8-ac35-7610f4786813,3,Black,Black,{2}{B},Creature,"Human,Artificer",,9a983666-376b-48a8-9f82-8d041d32ae93
1,Fire Nation Occupation,,3455d55e-aef5-4eb1-bcd9-1ff9d1ab3698,3,Black,Black,{2}{B},Enchantment,,,2a99c0d6-3200-44ff-8d4c-f7a38cecb05f
1,Fire Nation Palace,,c91ac3f2-9fcd-4b41-a168-ae7f70b67d3c,0,,Red,,Land,,,f2000fb8-39c6-4ad6-a020-5245faaa1eba
1,Fire Nation Raider,,ede1bbdb-c726-46e3-aaf1-b8cf2be2c341,4,Red,Red,{3}{R},Creature,"Human,Soldier",,b37e9bc5-6a2c-4f08-b856-3f8d0d16defb
2,Fire Nation Raider,,ede1bbdb-c726-46e3-aaf1-b8cf2be2c341,4,Red,Red,{3}{R},Creature,"Human,Soldier",,b37e9bc5-6a2c-4f08-b856-3f8d0d16defb
1,Fire Nation's Conquest,,b6fcdc4c-547a-4df4-93c8-911fd400c837,3,Red,Red,{2}{R},Enchantment,,,8893af49-2f90-4aed-bcaf-905bb9e8ed8f
1,Fire Nation Sentinels,,4a08c7c4-d20f-4c5b-a308-b8c84c9030a9,5,Black,Black,{3}{B}{B},Creature,"Human,Soldier",,4ba60296-5612-41ed-bf53-a061783ed3b9
1,Fire Nation Soldier,,58e59eba-3cf5-4ebe-8bc1-28568921650b,3,Red,Red,{2}{R},Creature,"Human,Soldier",,6a15fad7-8171-4bce-bb39-fe3a8175f8fa
1,Fire Nation Warship,,41ecc1de-353e-4131-b735-d2ce18c9c2d5,3,,,{3},Artifact,Vehicle,,987aab63-a889-400f-a3bd-feaef978b407
1,Fire of Orthanc,,9b5871c5-bb94-4803-93ba-cd1a630b00d6,4,Red,Red,{3}{R},Sorcery,,,407021e2-4072-4961-95be-f9309c341677
2,Fire Sages,,71a9fa44-306f-417a-a9d9-991aff95025c,2,Red,Red,{1}{R},Creature,"Human,Cleric",,08d1940a-ddc6-4b6d-b6c9-9d2aa470b906
1,Fireslinger,,de253d94-9968-47da-bb7a-9c8ebf50f4e0,2,Red,Red,{1}{R},Creature,"Human,Wizard",,0e5a5cee-d068-42cf-bf58-8e1360720be0
1,Fires of Mount Doom,,b9db8702-fc72-453b-afc8-62266f7cd1c2,3,Red,Red,{2}{R},Enchantment,,Legendary,f4944fde-2066-4aed-85c0-6e5e00a4bfe6
1,"Firja, Judge of Valor",,46f485c6-a2b2-4da3-8804-b2b816eba344,5,"White,Black","White,Black",{2}{W}{B}{B},Creature,"Cleric,Angel",Legendary,7d5dcf8c-ecda-49ae-980c-c8c9016252d9
1,First-Time Flyer,,ea22d29d-3a62-4ae2-91d5-21a678be9b48,2,Blue,Blue,{1}{U},Creature,"Human,Ally,Pilot",,cbbea4e2-4b36-4965-89b6-00d2a564f146
1,Fishliver Oil,,c3c4a1f4-0a8e-4e70-a2a8-ceebbca63b6c,2,Blue,Blue,{1}{U},Enchantment,Aura,,75457fe5-4ab6-42c4-98e5-8ed6e8bf122c
1,Fists of Flame,,45c118b4-7460-4a96-8a54-3c5974232203,2,Red,Red,{1}{R},Instant,,,e05abb6b-e9f4-4d9e-ad1e-7805ebc09914
1,Fists of Ironwood,,7193c00f-0398-485c-974d-346ee59cd4c7,2,Green,Green,{1}{G},Enchantment,Aura,,2f6a5278-23bf-47b2-a2b9-dfff7d96f3dd
1,Fix What's Broken,,c0cd1d71-8e4a-4e00-80cd-83aec231fa57,4,"White,Black","White,Black",{2}{W}{B},Sorcery,,,7f8f46c0-889a-4c9a-9bfa-2b43db608d55
1,Flameshadow Conjuring,,b473ee0c-b037-4968-9dda-82c2288e54f7,4,Red,Red,{3}{R},Enchantment,,,343460ea-7999-4d9e-b425-97fa1621f9d6
1,Flaming Fist,,ec122c9f-5513-4ba7-ae04-3c2060121d73,3,White,White,{2}{W},Enchantment,Background,Legendary,cdaefc96-4560-43bb-9514-bf87657bd481
1,Flare of Cultivation,,bda2fa87-81c0-41ac-8831-556ce392c058,3,Green,Green,{1}{G}{G},Sorcery,,,1766f1f4-0924-4436-8379-94030adcccc5
1,Flare of Denial,,71a98efb-9b0a-496b-ac21-8d70527ea544,3,Blue,Blue,{1}{U}{U},Instant,,,437cfd16-94bc-43ba-afd8-e9e9d028a4ca
1,Flare of Duplication,,497a10c6-131b-464e-95e4-e47708a24d48,3,Red,Red,{1}{R}{R},Instant,,,f586ecb8-310c-4f40-a766-6a7ca46a254d
1,Flare of Fortitude,,37b41b59-0296-443b-8a62-8d5c4641ef66,4,White,White,{2}{W}{W},Instant,,,4ff07b7c-e97a-4b57-bcf1-2f22c37a8bd6
1,Flare of Malice,,19efb9ce-62eb-4cbf-b01e-979f3fd09ba6,4,Black,Black,{2}{B}{B},Instant,,,4ce156f8-6b0b-41ce-9e8f-b2735c757406
1,"Flash Thompson, Spider-Fan",,44cf372b-f668-45e9-981e-4533295dcc74,2,White,White,{1}{W},Creature,"Human,Citizen",Legendary,f536a518-160e-4267-89da-3d34accc6d2c
1,Flaying Tendrils,,77899cb2-4d87-4c2d-99ae-1ae75bc5dc86,3,,Black,{1}{B}{B},Sorcery,,,cc2d016a-af44-427b-a25a-593274369449
1,Fleshbag Marauder,,4002b3a4-e00e-44ed-8989-d553e5d7d6c8,3,Black,Black,{2}{B},Creature,"Warrior,Zombie",,4b1bf05e-753e-4350-a913-894cf3cecc0c
1,Fleshgrafter,,01095217-bc33-4d71-bf10-2ead9f8ebd25,3,Black,Black,{2}{B},Creature,"Human,Warrior",,04b1fb9e-4aef-46d9-b163-f9beff198bad
1,Flexible Waterbender,,1447ebce-7e48-4b21-a39c-740920538bdd,4,Blue,Blue,{3}{U},Creature,"Human,Warrior,Ally",,8cf88fa8-2f47-4125-a59d-9c2b2d4765a7
1,Flight,,64f9c524-89ae-4776-a94d-ee89d57d3e36,1,Blue,Blue,{U},Enchantment,Aura,,6a4068b0-fb4f-429c-a94e-47849f3eb7ef
1,Fling,,cb28fe03-8269-41de-b766-42c3421aeaef,2,Red,Red,{1}{R},Instant,,,24227761-b50e-4b9e-93a2-e82d053b3e3d
1,Flooded Grove,,e3bec498-9149-4045-8931-8decbb87c526,0,,"Blue,Green",,Land,,,dc974eb4-72b9-4213-887b-8ee684b93420
1,Flood Plain,,84503325-1e80-4f29-819d-be1d5eb05bd7,0,,,,Land,,,9043d8d5-b38a-406f-a44c-49f579c644f0
1,"Flopsie, Bumi's Buddy",,082f4abc-c09f-42cf-977f-060875dfd411,6,Green,Green,{4}{G}{G},Creature,"Ape,Goat",Legendary,a8966245-501c-47e4-8ce0-849dcb532eb2
1,Flotsam // Jetsam,,c1500cbf-5619-465e-a97b-75e676ce789b,8,"Green,Black,Blue","Blue,Black,Green",{1}{G/U} // {4}{U/B}{U/B},Instant,,,b0c28b2b-a2dd-4b76-bb1c-cec55a0a6784
1,Flourishing Bloom-Kin,,5ddcb31e-9301-44f1-b138-0573fbf56a47,2,Green,Green,{1}{G},Creature,"Elemental,Plant",,66e74e8f-036e-4b26-a4a8-2365891765bc
2,Flourishing Hunter,,2abc54df-773d-4f46-b241-e1f42af8ab95,6,Green,Green,{4}{G}{G},Creature,"Spirit,Wolf",,d714dc46-2db2-439f-b558-2b69d5c36b46
1,Flow of Knowledge,,5ea316f3-4a68-4cd4-a388-da9d0455d0a9,5,Blue,Blue,{4}{U},Instant,,,b65f20de-52fa-4904-bbfe-7ba53ccd8ae5
1,Flowstone Infusion,,b57c3674-9a31-4418-b306-e6b0a2514d8f,1,Red,Red,{R},Instant,,,6c75b92a-4fc1-4f26-95be-1b92f462c111
1,Flutterfox,,769cddf0-2078-456b-a622-057571464fe7,2,White,White,{1}{W},Creature,Fox,,58805c22-29cc-4ab2-a95c-b1798eb7a90d
1,Flying Dolphin-Fish,,ccb61a51-cff6-4f88-ac17-f10852a27d06,2,Blue,Blue,{1}{U},Creature,"Fish,Whale",,59fa8323-bba9-4c51-833d-2ab966599b62
1,Flying Octobot,,ebadcd4a-f58f-4328-a765-0ea8d8028417,2,Blue,Blue,{1}{U},"Creature,Artifact","Villain,Robot",,5ef8925c-5f43-49ca-83f0-e2ca8e655600
1,Fog,,17d591ad-4f3d-4cc6-a888-e30b46ee0771,1,Green,Green,{G},Instant,,,27e9db49-7af7-4bef-ad4c-bf5dfb92030d
1,Foggy Swamp Spirit Keeper,,cd624be9-e960-4485-a8a9-2d5f2dd51777,3,"Black,Blue","Blue,Black",{1}{U}{B},Creature,"Human,Druid,Ally",,faecfb8d-2f63-4b98-a842-b11448f0d538
1,Foggy Swamp Vinebender,,78a75317-94f7-47a4-b4da-5a027fa73248,4,Green,Green,{3}{G},Creature,"Human,Ally,Plant",,82fefb82-a436-488d-8ecd-594686117e34
1,Foggy Swamp Visions,,3a46deaa-88f7-4eec-aa99-b85073847918,3,Black,Black,{1}{B}{B},Sorcery,,,16af0a22-833e-47c6-ac27-002702194595
1,Fog of War,,37096c19-32c9-448a-94e9-f5fe2d74e3a3,3,Green,Green,{2}{G},Instant,,,103ca069-0bfe-4976-bee1-75406273875d
1,Fog on the Barrow-Downs,,bb0cda3a-20d7-425a-89fe-b0a3cd7ced03,3,White,White,{2}{W},Enchantment,Aura,,66bee79a-7e47-4fc4-ba07-323cd2de6261
1,Footfall Crater,,f1b75aac-54e3-4181-bac5-5a142757ec05,1,Red,Red,{R},Enchantment,Aura,,ca4fdf89-a74e-4086-8109-b0f9dd91710e
1,Footlight Fiend,,73083658-5e25-4d06-acba-ce8f771b5e52,1,"Red,Black","Black,Red",{B/R},Creature,Devil,,77a5305a-2611-4a64-adb4-da131dcea233
1,Footlight Fiend,,8c604697-5c81-4329-9b16-f19bd90ba08c,1,"Red,Black","Black,Red",{B/R},Creature,Devil,,77a5305a-2611-4a64-adb4-da131dcea233
1,Foot Soldiers,,baff03f3-a8ca-4c35-ae71-43b5d237b519,4,White,White,{3}{W},Creature,"Human,Soldier",,a768ba13-4d1c-4dce-a4a6-86a39c069c3f
2,Foray of Orcs,,5fea0c66-c776-4dc7-a235-f3822521cacd,4,Red,Red,{3}{R},Sorcery,,,60bfcaef-9014-4707-b681-cc3920bf223e
1,Forbidding Watchtower,,5efb8c9c-3108-4a06-8ad9-a0dbe3cc5c02,0,,White,,Land,,,cabf7953-0fac-4dbb-b3ae-05e85e02b3fc
1,Foreboding Fruit,,c5f79ec4-3722-4fda-824b-e80dc7608d01,3,Black,Black,{2}{B},Sorcery,,,33a162f3-e781-494f-ab8f-12a84801a694
1,Foreboding Landscape,,57fb0fa7-0c5c-4a75-9461-c51403c30282,0,,"Blue,Black,Green",,Land,,,bcfe1653-e602-4d38-abe7-bfcc7f203f9d
2,Forecasting Fortune Teller,,023e7ad4-6af0-4f29-a716-27a313974227,2,Blue,Blue,{1}{U},Creature,"Human,Advisor,Ally",,a5a05edd-2a30-414b-b766-f0651d5783f5
1,Forensic Gadgeteer,,97d08a15-e61c-4421-a541-c68a4f87cb74,3,Blue,Blue,{2}{U},Creature,"Artificer,Vedalken,Detective",,9d5917d5-4fb3-4f37-9278-e08c1f73aae5
1,Forest,,5f533364-0f91-4e49-aaeb-83c4c1f6d316,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,46196e8f-9339-4f00-b9cf-cab8f9abc80e,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,47eb96ec-a417-4dbc-82d2-6317372dda11,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,e5da22bf-bc8a-4810-b273-1e33a6b37323,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,4fce7045-4572-4e9e-8853-2a5dcfc989ac,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,baf8a774-65f3-431e-b084-328ff1000895,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,7ca91ba8-c08d-4239-b9f2-d6c960466456,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
27,Forest,,7df94d2c-7c1f-4461-8f70-c2bd4ebb95be,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
27,Forest,,0a854256-e8f3-4715-aec2-3af3b8e8fd28,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
26,Forest,,2581a074-00ab-4a2d-8699-25dcd8c76393,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,05683891-cdd4-4401-b7d5-0ef17e79c699,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
8,Forest,,c5cbd941-53ab-4b02-b96c-a9af7767e606,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
9,Forest,,e99aacd5-c692-4de8-b565-d5092598295d,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
8,Forest,,c318bae5-5d3f-4e91-adfe-13c182511ef7,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
7,Forest,,a305e44f-4253-4754-b83f-1e34103d77b0,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
7,Forest,,e3bc9d0c-0d86-44a4-a548-a2054361a4ed,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,a4c99f1b-f304-42d5-bbea-32283b01d43b,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,a305e44f-4253-4754-b83f-1e34103d77b0,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,7b6c2532-be5a-4f1f-893c-36bcda2a699d,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,c4fec728-8e3f-427d-81ab-e06114910223,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,6cb8f264-cc26-476e-a3b7-53638dce7395,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
1,Forest,,8c13cafb-3078-4856-a5b0-c38aace8a34a,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
3,Forest,,818442df-fb81-4f1c-bcf2-fbd6b05912ed,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
4,Forest,,aea5c36b-c107-4daf-bedb-507b4cd64724,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
4,Forest,,ec8de02c-7954-4424-8b95-a21d8e104bd4,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
4,Forest,,d4558304-7c17-4aa0-bd50-cdd95547f1a7,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
4,Forest,,a4df3e89-610c-4f42-a93a-e694342307cc,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
4,Forest,,3279314f-d639-4489-b2ab-3621bb3ca64b,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
3,Forest,,43e7e6ec-9bfe-4062-a538-2a748d2eed1f,0,,Green,,Land,Forest,Basic,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6
